row	column	plot	family	individual	chemotype	n.thc	n.cbd	n.cbc	n.cbg	n.thcv	n.cbdv	n.cbl	n.cbn	sum.n.cannabinoids	thca	cbda	cbca	cbga	thcva	cbdva	cbla	sum.a.cannabinoids	tp.thc	tp.cbd	tp.cbc	tp.cbg	tp.thcv	tp.cbdv	tp.cbl	sum.tp.cannabinoids	sum.na.thc	sum.na.cbd	sum.na.cbc	sum.na.cbg	sum.na.thcv	sum.na.cbdv	sum.na.varins	sum.na.cannabinoids	sum.na.thc.prop	sum.na.cbd.prop	sum.na.cbc.prop	sum.na.cbg.prop	sum.na.thcv.prop	sum.na.cbdv.prop	sum.na.cbl.prop	sum.na.minor.prop	thc.decarb	cbd.decarb	sum.cannabinoids.decarb	cbd.thc.diff.decarb	sum.na.cbd.thc.ratio	sum.na.cbd.cbc.ratio	sum.na.cbd.cbg.ratio
24	3	86	20-1117	GVA-H-20-1117-008	BdBd	0.03435411	0.354243836	0.024782192	0.031014726	0	0.004254795	0	0	0.448649659	0.314440411	9.402527397	0.415338356	0.296401712	0	0.117252055	0.054792123	10.60075205	0.31011835	8.600260363	0.38903393	0.291255429	0	0.105912327	0.048052692	9.744633092	0.348794521	9.756771233	0.440120548	0.327416438	0	0.12150685	0.12150685	11.04940171	0.031566824	0.883013532	0.03983207	0.029632051	0	0.01099669	0.004958832	0.085419644	0.098493835	0.036307486	0.040603978	-0.062186349	27.97283399	22.16840654	29.79927121
25	3	87	20-1117	GVA-H-20-1117-009	BtBd	0.825115252	0.281540023	0.028906651	0.051042317	0	0.007575	0	0	1.194179243	7.159548165	6.616788991	0.345409404	0.310023509	0.119262385	0.073101261	0.033017546	14.65715126	7.104038993	6.084463968	0.331830698	0.323242958	0.103400488	0.070953793	0.028956388	14.04688729	7.984663417	6.898329014	0.374316055	0.361065826	0.119262385	0.080676261	0.199938646	15.8513305	0.503721969	0.435189274	0.023614173	0.022778266	0.007523809	0.005089558	0.002082951	0.061088757	0.103337512	0.040812786	0.075336215	-0.062524726	0.863947377	18.42915612	19.10546088
26	3	88	20-1117	GVA-H-20-1117-010	BdBd	0.021953986	0.223857609	0.019772101	0.030242754	0	0.003212319	0	0	0.299038769	0.320342754	8.287253623	0.392703261	0.317651449	0	0.083111594	0.080928623	9.481991304	0.302894581	7.491779036	0.364172861	0.309140726	0	0.075270071	0.070974402	8.614231678	0.34229674	8.511111232	0.412475362	0.347894203	0	0.086323913	0.086323913	9.781030073	0.034995981	0.870165123	0.042170953	0.035568258	0	0.008825646	0.008274039	0.094838897	0.064137292	0.026301807	0.030573341	-0.037835485	24.86471601	20.63422938	24.46465379
27	3	89	20-1117	GVA-H-20-1117-011	BtBd	0.531600323	0.160094516	0.015214194	0.023133871	0	0	0	0	0.730042904	5.399909677	3.329529032	0.210079032	0.152631613	0.103780323	0.024128387	0.029065806	9.24912387	5.26732111	3.080091477	0.199453505	0.157144427	0.08997754	0.020919312	0.025490712	8.840398083	5.93151	3.489623548	0.225293226	0.175765484	0.103780323	0.024128387	0.12790871	9.979166774	0.594389305	0.349690874	0.022576356	0.017613242	0.010399698	0.002417876	0.002912649	0.055919822	0.089623102	0.045877303	0.073156699	-0.043745799	0.588319593	15.48925198	19.85386134
28	3	90	20-1117	GVA-H-20-1117-012	BtBd	0.394249296	0.187699648	0.012934507	0.026244366	0	0	0	0	0.621127817	5.924408451	5.084373239	0.270251761	0.199776761	0.102157394	0.050153169	0.029482394	11.66060317	5.589955508	4.646694979	0.249945301	0.201648362	0.088570461	0.043482798	0.02585606	10.84615347	6.318657747	5.272072887	0.283186268	0.226021127	0.102157394	0.050153169	0.152310563	12.28173099	0.514476156	0.429261388	0.023057521	0.018403035	0.008317834	0.004083559	0.002400508	0.056262456	0.062394469	0.035602628	0.050573312	-0.026791842	0.834365952	18.61697929	23.32557561
29	3	91	20-1117	GVA-H-20-1117-013	BtBd	0.391388793	0.146737823	0.013639978	0.015798815	0	0	0	0	0.567565409	3.33800431	2.808025862	0.163644828	0.095695151	0.053863254	0.025489332	0.035255172	6.519977909	3.318818573	2.609376504	0.157156492	0.099819158	0.046699441	0.022099251	0.030918786	6.284888204	3.729393103	2.954763685	0.177284806	0.111493966	0.053863254	0.025489332	0.079352586	7.087543318	0.526189814	0.416895326	0.025013576	0.015730975	0.007599707	0.003596356	0.004974244	0.056914859	0.104947047	0.049661441	0.080079286	-0.055285606	0.792290757	16.6667621	26.50155691
30	3	92	20-1117	GVA-H-20-1117-014	BtBt	0.555345133	0	0.007323119	0.051072677	0	0	0	0	0.613740929	7.091847345	0.158311062	0.094635066	0.35344646	0.057411504	0.008029978	0.008512832	7.772194247	6.774895255	0.138838801	0.090318072	0.361398669	0.049775774	0.006961991	0.007465754	7.429654315	7.647192478	0.158311062	0.101958185	0.404519137	0.057411504	0.008029978	0.065441482	8.385935176	0.911906939	0.018878164	0.012158237	0.048237809	0.006846166	0.000957553	0.001015132	0.069214897	0.072620787	0	0.073186939	-0.072620787	0.020701854	1.552705769	0.391356175
31	3	93	20-1117	GVA-H-20-1117-015	BdBd	0.036609397	0.322869258	0.031875522	0.027509513	0	0.003005568	0	0	0.421869258	0.36262239	7.995	0.401452204	0.246741995	0	0.075330278	0	9.081146867	0.354629233	7.334484258	0.383949105	0.244148985	0	0.068316919	0	8.3855285	0.399231787	8.317869258	0.433327726	0.274251508	0	0.078335846	0.078335846	9.503016125	0.042011061	0.875287293	0.045598968	0.028859417	0	0.008243261	0	0.082701646	0.091699605	0.038816342	0.044393196	-0.052883263	20.83468684	19.19533129	30.32934739
1	4	94	20-1028	GVA-H-20-1028-001	BdBd	0.020354535	0.178694749	0.019128043	0.021725298	0	0	0	0	0.239902625	0.279673031	8.420470167	0.388869093	0.168843079	0	0.045209785	0.041475895	9.34454105	0.265627783	7.563447085	0.360166238	0.169969521	0	0.039196884	0.03637436	8.434781871	0.300027566	8.599164916	0.407997136	0.190568377	0	0.045209785	0.045209785	9.584443675	0.031303597	0.897200214	0.042568682	0.019883092	0	0.004716996	0.004327418	0.071496189	0.067842216	0.020780477	0.025030417	-0.047061739	28.66124947	21.07653255	45.12377684
2	4	95	20-1028	GVA-H-20-1028-002	BdBd	0.045323311	0.320375338	0.030094932	0.038646959	0	0.000597297	0	0	0.435037837	0.474398649	12.48477703	0.573139189	0.299286149	0	0.0771125	0.051372635	13.96008615	0.461370926	11.26952479	0.532738001	0.301420198	0	0.067453835	0.045053801	12.67756155	0.51972196	12.80515237	0.603234121	0.337933108	0	0.077709797	0.077709797	14.39512399	0.036104028	0.889547904	0.041905448	0.023475526	0	0.005398342	0.003568753	0.074348068	0.087206842	0.025019252	0.030221194	-0.06218759	24.63846701	21.22750011	37.89256532
3	4	96	20-1028	GVA-H-20-1028-003	BdBd	0.048938732	0.379500704	0.033971127	0.032834859	0	0.001083803	0	0	0.496329225	0.338495775	9.436028169	0.489850704	0.265477465	0	0.06264331	0.042761268	10.63525669	0.345799527	8.654897408	0.463570194	0.265924073	0	0.055395553	0.037501632	9.823088387	0.387434507	9.815528873	0.523821831	0.298312324	0	0.063727113	0.063727113	11.13158592	0.034804969	0.881772727	0.047057251	0.026798726	0	0.005724891	0.003841435	0.083422303	0.126314851	0.038663297	0.044587467	-0.087651554	25.33467901	18.73829667	32.90353124
4	4	97	20-1028	GVA-H-20-1028-004	BdBd	0.028396757	0.21438295	0.02247113	0.026097803	0	0	0	0	0.29134864	0.27362228	7.642374477	0.333009728	0.244863075	0	0.055967259	0.046116841	8.59595366	0.268363497	6.916745366	0.314520661	0.241087583	0	0.048523614	0.04044447	7.82968519	0.302019037	7.856757427	0.355480858	0.270960878	0	0.055967259	0.055967259	8.8873023	0.033983207	0.884043004	0.039998736	0.030488541	0	0.006297441	0.005189071	0.081973788	0.09402307	0.027286441	0.032782573	-0.066736629	26.01411323	22.10177356	28.99591072
5	4	98	20-1028	GVA-H-20-1028-005	BdBd	0.024470144	0.180380576	0.019749281	0.036640647	0	0.026048561	0	0	0.287289209	0.378170144	8.787640288	0.422309712	0.130589209	0.067747482	0.96216259	0.061311871	10.8099313	0.35612536	7.887141109	0.390114898	0.151297973	0.058737067	0.860243527	0.053770511	9.757430444	0.402640288	8.968020864	0.442058993	0.167229856	0.067747482	0.988211151	1.055958633	11.09722051	0.036282985	0.808132168	0.039835109	0.015069526	0.006104905	0.08905033	0.005524975	0.155584847	0.060774206	0.020113755	0.025888393	-0.040660451	22.2730341	20.2869323	53.62691255
6	4	99	20-1028	GVA-H-20-1028-006	BdBd	0.023078313	0.201514337	0.017338193	0.026047952	0	0.011271325	0	0	0.27925012	0.209201928	6.125204819	0.314038193	0.127103494	0	0.290666747	0	7.066215181	0.206548404	5.573318963	0.292749688	0.13764482	0	0.263279395	0	6.47354127	0.232280241	6.326719156	0.331376386	0.153151446	0	0.301938072	0.301938072	7.345465301	0.031622264	0.861309515	0.045113056	0.020849795	0	0.04110537	0	0.107068221	0.099355472	0.031851317	0.038016669	-0.067504155	27.23744012	19.09224502	41.31021496
7	4	100	20-1028	GVA-H-20-1028-007	BdBd	0.015122609	0.139624565	0.011625978	0.018311413	0	0.005565326	0	0	0.190249891	0.206181196	5.446297826	0.224893696	0.107953696	0.015246522	0.323383696	0.079871413	6.403828045	0.195943518	4.916027758	0.208857749	0.113094758	0.013218735	0.28593899	0.070047229	5.803128738	0.221303805	5.585922391	0.236519674	0.126265109	0.015246522	0.328949022	0.344195544	6.594077936	0.033560993	0.847111976	0.035868498	0.019148259	0.002312154	0.049885522	0.012112598	0.119327031	0.068334157	0.024995794	0.028851629	-0.043338363	25.24096859	23.61715749	44.23963544
8	4	101	20-1028	GVA-H-20-1028-008	BdBd	0.024007551	0.196270709	0.02026476	0.032597368	0	0.013901945	0	0	0.287042333	0.295568307	8.565659039	0.421982609	0.157263501	0.023067391	0.44412151	0.022862815	9.930525172	0.283220956	7.708353686	0.390343508	0.170674722	0.019999428	0.398955294	0.020050689	8.991598283	0.319575858	8.761929748	0.442247369	0.189860869	0.023067391	0.458023455	0.481090846	10.21756751	0.031277098	0.857535783	0.043283039	0.018581807	0.002257621	0.044827054	0.002237599	0.111187119	0.075123168	0.022400397	0.02809302	-0.052722771	27.41737065	19.81228236	46.14921334
9	4	102	20-1028	GVA-H-20-1028-009	BdBd	0.014564094	0.145725503	0.015454698	0.02354396	0	0.015596644	0	0	0.214884899	0.251419799	6.814671141	0.342963087	0.12039094	0.033627517	0.578245638	0.039185235	8.180503357	0.235059258	6.122192094	0.316233325	0.129247205	0.029155057	0.516935612	0.034365451	7.383188002	0.265983893	6.960396644	0.358417785	0.1439349	0.033627517	0.593842282	0.627469799	8.395388256	0.031682143	0.829073824	0.042692223	0.01714452	0.004005475	0.070734344	0.004667471	0.139244033	0.054755549	0.020936379	0.025595588	-0.03381917	26.16848925	19.41978589	48.35794963
10	4	103	20-1028	GVA-H-20-1028-010	BdBd	0.021209494	0.197162025	0.021187025	0.020694304	0	0.00289462	0	0	0.263147468	0.263002215	7.376474684	0.390735759	0.16165	0	0.047231013	0.045991456	8.285085127	0.251862437	6.666330323	0.363862286	0.162623004	0	0.043843908	0.040334507	7.528856464	0.284211709	7.573636709	0.411922784	0.182344304	0	0.050125633	0.050125633	8.548232595	0.033248008	0.885988609	0.048188065	0.021331229	0	0.005863859	0.00538023	0.080763382	0.074625687	0.026032675	0.030783845	-0.048593012	26.64787012	18.38605924	41.53481377
11	4	104	20-1028	GVA-H-20-1028-011	BdBd	0.057186543	0.437512413	0.032552436	0.042705452	0	0.002535731	0	0	0.572492575	0.399553712	11.55950116	0.483464269	0.295382367	0	0.11744652	0.069433643	12.92478167	0.407595148	10.57519493	0.4565506	0.30205117	0	0.104361864	0.060893305	11.90664702	0.456740255	11.99701357	0.516016705	0.338087819	0	0.119982251	0.119982251	13.49727425	0.033839444	0.888847137	0.038231179	0.0250486	0	0.008889369	0.005144271	0.077313419	0.125205831	0.036468444	0.042415421	-0.088737387	26.26659998	23.24927363	35.48490333
12	4	105	20-1028	GVA-H-20-1028-012	BdBd	0.022483266	0.201718357	0.020708519	0.030251318	0	0.025712982	0	0	0.300874442	0.308178499	7.986383367	0.395503753	0.105867748	0.045966024	0.797376876	0.031436105	9.670712372	0.29275581	7.20577657	0.36756531	0.123203201	0.039852543	0.717038733	0.027569464	8.773761631	0.330661765	8.188101724	0.416212272	0.136119066	0.045966024	0.823089858	0.869055882	9.971586814	0.033160396	0.821143302	0.041739823	0.013650693	0.0046097	0.082543518	0.003152568	0.145696302	0.067994756	0.024635546	0.030173176	-0.04335921	24.76277148	19.67289836	60.15396641
13	4	106	20-1028	GVA-H-20-1028-013	BdBd	0.018004186	0.187559302	0.016181512	0.030665233	0	0.020445698	0	0	0.272855931	0.299758256	8.214167442	0.427819186	0.145119419	0.044121628	0.709336395	0.058983488	9.899305814	0.280892177	7.391384149	0.391378938	0.158080083	0.038253451	0.635440352	0.051728519	8.947157669	0.317762442	8.401726744	0.444000698	0.175784652	0.044121628	0.729782093	0.773903721	10.17216175	0.031238438	0.825952925	0.043648608	0.017280953	0.004337488	0.071743068	0.00579852	0.142808637	0.056659264	0.022323899	0.02682379	-0.034335364	26.44027624	18.92277823	47.79556491
14	4	107	20-1028	GVA-H-20-1028-014	BdBd	0.02426049	0.244911538	0.020570979	0.026541608	0	0	0	0	0.316284615	0.273315734	8.001377622	0.443873776	0.21701993	0	0.046268531	0	8.981855593	0.263958389	7.262119712	0.409848281	0.217085107	0	0.040114816	0	8.193126305	0.297576224	8.24628916	0.464444755	0.243561538	0	0.046268531	0.046268531	9.298140208	0.032003843	0.886875114	0.049950285	0.026194651	0	0.004976106	0	0.081121042	0.081526977	0.029699606	0.034015901	-0.051827371	27.71151891	17.75515618	33.85710744
15	4	108	20-1028	GVA-H-20-1028-015	BdBd	0.018614536	0.164095052	0.014871031	0.024011134	0	0.013645361	0	0	0.235237114	0.250585361	6.375779381	0.269282474	0.116516289	0.023686701	0.557809175	0.029994124	7.623653505	0.238377898	5.755653569	0.251031761	0.126312436	0.02053637	0.497265916	0.026304847	6.915482795	0.269199897	6.539874433	0.284153505	0.140527423	0.023686701	0.571454536	0.595141237	7.858890619	0.034254185	0.832162547	0.036156949	0.017881331	0.003014001	0.072714403	0.003816585	0.133583268	0.069147634	0.025091468	0.029932611	-0.044056166	24.2937479	23.01528687	46.53806562
16	4	109	TJ's CBD	TJ's CBD 4	BdBd	0.044958781	0.400991839	0.03194907	0.042768905	0	0.005898347	0	0	0.526566942	0.37428626	11.56578719	0.609317975	0.247915289	0	0.102278306	0	12.89958502	0.373207831	10.5441872	0.566320934	0.260438529	0	0.094573638	0	11.83872814	0.419245041	11.96677903	0.641267045	0.290684194	0	0.108176653	0.108176653	13.42615196	0.031226001	0.891303708	0.047762534	0.021650596	0	0.00805716	0	0.07747029	0.107237478	0.033508753	0.039219498	-0.073728726	28.54363882	18.66114768	41.16762891
17	4	110	20-1063	GVA-H-20-1063-001	BtBd	0.373294163	0.182602533	0.030381608	0.04390804	0	0	0	0	0.630186344	5.710321586	5.519147577	0.351388216	0.187528414	0.058735242	0.047343502	0.064919273	11.93938381	5.381246194	5.022894958	0.338549073	0.208557987	0.050923455	0.041046816	0.056934202	11.10015269	6.083615749	5.70175011	0.381769824	0.231436454	0.058735242	0.047343502	0.106078744	12.56957015	0.483995528	0.453615362	0.030372544	0.01841244	0.004672812	0.003766517	0.005164797	0.06238911	0.061360575	0.032025699	0.050135871	-0.029334876	0.93723048	14.93504659	24.63635271
18	4	111	20-1063	GVA-H-20-1063-002	BdBd	0.038088515	0.238046868	0.030670998	0.083937355	0.021194548	0.131111137	0	0	0.543049421	0.292573086	7.0975058	0.364693503	0.270446868	0.180806032	3.467819026	0.074196056	11.74804037	0.294675111	6.462559455	0.3505072	0.321389705	0.177953378	3.137710233	0.065069941	10.80986502	0.330661601	7.335552668	0.395364501	0.354384223	0.20200058	3.598930163	3.800930743	12.29108979	0.026902545	0.596818736	0.032166757	0.028832612	0.016434717	0.29280806	0.006036573	0.376278719	0.115188806	0.032451116	0.044182365	-0.08273769	22.18447091	18.55389811	20.69943353
19	4	112	20-1063	GVA-H-20-1063-003	BdBd	0.027244433	0.147993148	0.020996788	0.058021413	0.027679336	0.139561349	0	0	0.421496467	0.16096606	3.874907923	0.212653747	0.186631156	0.159603854	3.166561028	0.031419058	7.792742826	0.168411668	3.546287396	0.207494124	0.221883568	0.166055877	2.88496976	0.027554514	7.222656908	0.188210493	4.022901071	0.233650535	0.244652569	0.18728319	3.306122377	3.493405567	8.214239293	0.022912711	0.489747246	0.028444574	0.029783959	0.022799822	0.402486738	0.00382495	0.487340043	0.144755123	0.036787668	0.051312903	-0.107967455	21.37447815	17.21759837	16.44332241
20	4	113	20-1063	GVA-H-20-1063-004	BdBd	0.027986066	0.210191101	0.023362412	0.095737939	0.01761815	0.106361241	0	0	0.481256909	0.226051054	5.580843091	0.334651405	0.265686885	0.136604684	2.643850117	0	9.187687236	0.22623284	5.104590492	0.316851694	0.329011024	0.136054411	2.398579292	0	8.511319754	0.25403712	5.791034192	0.358013817	0.361424824	0.154222834	2.750211358	2.904434192	9.668944145	0.026273512	0.598931394	0.037027188	0.037379968	0.015950328	0.284437609	0	0.374795094	0.110165262	0.036295952	0.049773471	-0.07386931	22.79601576	16.17544887	16.02279038
21	4	114	20-1063	GVA-H-20-1063-005	BdBd	0.027110673	0.311986775	0.030909745	0.045953248	0	0.072775058	0	0	0.488735499	0.239290719	5.553382831	0.310011717	0.226060441	0.065868794	1.405420998	0.095423666	7.895459166	0.236968634	5.182303518	0.302790021	0.244434315	0.057108244	1.291275063	0.083686555	7.39856635	0.266401392	5.865369606	0.340921462	0.272013689	0.065868794	1.478196056	1.54406485	8.384194665	0.031774237	0.699574597	0.040662398	0.032443628	0.007856305	0.176307459	0.011381375	0.268651165	0.101766259	0.053191324	0.05829248	-0.048574935	22.01703813	17.20445985	21.56277365
22	4	115	20-1063	GVA-H-20-1063-006	BdBd	0.01394266	0.115299894	0.018934149	0.042169787	0	0.040454681	0	0	0.230801171	0.14172766	3.434610638	0.196581064	0.193010426	0.061242447	1.28650117	0	5.313673405	0.138237818	3.127453424	0.191335742	0.211632941	0.053097202	1.155851195	0	4.877608321	0.15567032	3.549910532	0.215515213	0.235180213	0.061242447	1.326955851	1.388198298	5.544474576	0.028076659	0.640260945	0.038870268	0.042417042	0.011045672	0.239329414	0	0.331662396	0.089565307	0.032479662	0.041627239	-0.057085645	22.80402926	16.4717399	15.09442689
23	4	116	20-1063	GVA-H-20-1063-007	BdBd	0.057253211	0.527823853	0.048993922	0.135861468	0.034379587	0.239452638	0	0	1.043764679	0.355102982	8.705401376	0.460090252	0.420984633	0.206166743	4.097559633	0.080081078	14.3253867	0.368678526	8.16246086	0.452493073	0.505485976	0.213126153	3.79203684	0.070231105	13.56451253	0.412356193	9.233225229	0.509084174	0.556846101	0.24054633	4.337012271	4.577558601	15.36915138	0.026830121	0.600763504	0.033123766	0.036231415	0.015651243	0.282189443	0.005210507	0.372406375	0.138844067	0.057165708	0.067912968	-0.08167836	22.39138246	18.13693236	16.58128738
24	4	117	20-1063	GVA-H-20-1063-008	BtBd	0.457253883	0.154545874	0.031505461	0.037561893	0	0.005925728	0	0	0.686792839	4.397621359	4.428837379	0.285727427	0.310911044	0.085913956	0.081938592	0.032126942	9.623076699	4.313967815	4.038636255	0.282088414	0.31054179	0.0744874	0.076966487	0.028175328	9.12486349	4.854875242	4.583383253	0.317232888	0.348472937	0.085913956	0.08786432	0.173778276	10.30986954	0.470895895	0.444562682	0.030769826	0.033799937	0.008333176	0.00852235	0.003116135	0.084541423	0.094184476	0.033718733	0.066615085	-0.060465744	0.944078483	14.44800784	13.15276673
25	4	118	20-1063	GVA-H-20-1063-009	BdBd	0.022622172	0.150949548	0.025422285	0.034076131	0	0.029018552	0	0	0.262088688	0.197581222	4.597031674	0.307333371	0.122022964	0.042625792	0.830677602	0.064909276	6.162181901	0.195900904	4.182546326	0.294953651	0.141212293	0.036956562	0.749216033	0.056925435	5.657711204	0.220203394	4.747981222	0.332755656	0.156099095	0.042625792	0.859696154	0.902321946	6.424270589	0.034276793	0.739069309	0.051796644	0.024298338	0.006635118	0.133820041	0.010103758	0.226653898	0.102733076	0.031792364	0.040796645	-0.070940712	21.56179855	14.26867173	30.41645579
26	4	119	20-1063	GVA-H-20-1063-010	BtBd	0.376709783	0.148390217	0.033211232	0.044028623	0	0.00271087	0	0	0.605050725	5.338043478	6.058855072	0.402510145	0.325083333	0.146344928	0.090972464	0.053330435	12.41513986	5.058173913	5.462006115	0.386212629	0.329451789	0.126881053	0.081583996	0.046770791	11.49108029	5.714753261	6.207245289	0.435721377	0.369111956	0.146344928	0.093683334	0.240028262	13.02019058	0.438914717	0.476739972	0.033465054	0.028349198	0.011239845	0.007195235	0.00409598	0.084345311	0.065918819	0.02390597	0.04647019	-0.042012849	1.086179054	14.24590488	16.8167007
27	4	120	20-1063	GVA-H-20-1063-011	BdBd	0.0146475	0.092810714	0.018669643	0.031013214	0	0.020507857	0	0	0.177648928	0.241988214	4.664571429	0.300286071	0.162408571	0.056386071	1.071215714	0.035748929	6.532604999	0.226871164	4.183639857	0.282020527	0.173607939	0.048886724	0.949251881	0.031351811	5.895629903	0.256635714	4.757382143	0.318955714	0.193421785	0.056386071	1.091723571	1.148109642	6.710253927	0.038245306	0.708971999	0.047532585	0.028824809	0.008402971	0.162694822	0.005327508	0.252782695	0.057075065	0.019508778	0.026474248	-0.037566286	18.53749063	14.91549433	24.59589618
28	4	121	20-1063	GVA-H-20-1063-012	BdBd	0.032064401	0.269925	0.025716705	0.083013594	0	0.086926037	0	0	0.497645737	0.326099654	7.77718894	0.372423387	0.275340553	0.156435484	2.67087788	0.052982143	11.63134804	0.318053798	7.0905197	0.352332015	0.3247626	0.135629565	2.402577159	0.046465339	10.67034018	0.358164055	8.04711394	0.398140092	0.358354147	0.156435484	2.757803917	2.914239401	12.12899378	0.029529577	0.663460967	0.032825484	0.029545249	0.012897647	0.227372853	0.004368222	0.307009456	0.089524341	0.033543082	0.041029433	-0.055981259	22.46767599	20.21176491	22.45575782
29	4	122	20-1063	GVA-H-20-1063-013	BtBd	0.528172439	0.186008607	0.032004098	0.048490881	0.023227254	0.00850082	0	0	0.826404099	3.881280738	4.899209016	0.340414857	0.229361066	0.240543135	0.194846311	0.03889918	9.824554303	3.932055646	4.482614914	0.330547928	0.249869897	0.231778152	0.177432572	0.034114581	9.438413689	4.409453177	5.085217623	0.372418955	0.277851947	0.263770389	0.203347131	0.46711752	10.6509584	0.413995906	0.477442257	0.034965769	0.026087037	0.024764944	0.019091909	0.003652177	0.108561836	0.119781845	0.036578298	0.077589647	-0.083203547	1.153253571	13.65456176	18.30189667
30	4	123	20-1063	GVA-H-20-1063-014	BdBd	0.026536744	0.185717791	0.033906628	0.029026395	0	0.029026047	0	0	0.304213605	0.247783953	5.907586047	0.304930116	0.138247326	0.038601977	0.817031512	0.054597558	7.508778489	0.243843271	5.366670754	0.30133034	0.150407547	0.033467914	0.737392368	0.047882058	6.880994252	0.274320697	6.093303838	0.338836744	0.167273721	0.038601977	0.846057559	0.884659536	7.812992094	0.035110838	0.779893767	0.043368372	0.021409688	0.004940742	0.108288547	0.006988047	0.184995395	0.096736208	0.030478997	0.038936889	-0.066257211	22.21233726	17.98300788	36.4271435
31	4	124	20-1063	GVA-H-20-1063-015	BtBd	0.502530405	0.24907973	0.032851014	0.048514865	0.024995608	0.009415878	0	0	0.8673875	6.053925676	8.186013514	0.547912838	0.221490203	0.29505473	0.233432432	0.097526014	15.63535541	5.811823223	7.428213582	0.513370573	0.242983263	0.280808059	0.211801797	0.085530314	14.57453081	6.556456081	8.435093244	0.580763852	0.270005068	0.320050338	0.24284831	0.562898648	16.50274291	0.39729493	0.511132803	0.035191959	0.016361224	0.019393766	0.014715633	0.005909685	0.091572267	0.076646652	0.029528984	0.052560202	-0.047117668	1.28653241	14.52413613	31.24049969
1	5	125	19-1205	GVA-H-19-1205-001	BdBd	0.042890964	0.395923193	0.029703012	0.021553313	0	0.004670783	0	0	0.494741265	0.264803012	6.898271084	0.311486446	0.170530723	0	0.083400301	0.040923494	7.76941506	0.275123206	6.445706934	0.302876625	0.171279288	0	0.076978844	0.035889904	7.3078548	0.307693976	7.294194277	0.341189458	0.192084036	0	0.088071084	0.088071084	8.264156325	0.037232352	0.88263024	0.041285455	0.02324303	0	0.010656996	0.004951926	0.080137409	0.139394877	0.054279222	0.059865913	-0.085115655	23.70600287	21.37872114	37.97397446
2	5	126	19-1205	GVA-H-19-1205-002	BdBd	0.033418836	0.309343151	0.022959932	0.024003425	0	0.002015068	0	0	0.391740412	0.350557877	9.840424658	0.461570205	0.136067466	0	0.085407192	0.032582534	10.90660993	0.340858094	8.939395576	0.427757002	0.14347066	0	0.076063103	0.028574882	9.956119318	0.383976713	10.14976781	0.484530137	0.160070891	0	0.08742226	0.08742226	11.29835034	0.033985201	0.898340687	0.042885034	0.014167634	0	0.007737613	0.002883831	0.067674112	0.087033497	0.030477855	0.034672355	-0.056555642	26.43329	20.94765017	63.40795472
3	5	127	19-1205	GVA-H-19-1205-003	BdBd	0.030597651	0.283567114	0.023429866	0.026118121	0	0.005680537	0	0	0.369393289	0.302860738	8.516134228	0.350284564	0.238043289	0	0.12163557	0.040076174	9.569034563	0.296206518	7.752216832	0.330629429	0.235120129	0	0.111138576	0.035146805	8.760458288	0.333458389	8.799701342	0.37371443	0.26416141	0	0.127316107	0.127316107	9.938427852	0.033552428	0.885421867	0.037602973	0.026579799	0	0.012810488	0.004032446	0.081025705	0.091758528	0.032224629	0.037168181	-0.059533899	26.38920367	23.54659236	33.31183515
4	5	128	19-1205	GVA-H-19-1205-004	BdBd	0.032048188	0.283425725	0.026544928	0.032182971	0	0.004002899	0	0	0.378204711	0.392962681	10.8750942	0.445351449	0.249461957	0	0.119802899	0.050613043	12.13328623	0.376676459	9.820883338	0.417118149	0.251210569	0	0.107872012	0.044387639	11.01814817	0.425010869	11.15851993	0.471896377	0.281644928	0	0.123805798	0.123805798	12.51149094	0.033969642	0.891861728	0.037717038	0.022510901	0	0.009895367	0.004045325	0.07416863	0.075405573	0.025399939	0.030228588	-0.050005634	26.25466956	23.64612332	39.61910482
5	5	129	19-1205	GVA-H-19-1205-005	BdBd	0.03740316	0.341117946	0.026482619	0.020246953	0	0.002106433	0	0	0.427357111	0.29376535	7.737609481	0.395198533	0.109797968	0	0.075818059	0.035880813	8.648070204	0.295035372	7.127001461	0.373071732	0.116649569	0	0.06784069	0.031467473	8.011066297	0.33116851	8.078727427	0.421681152	0.130044921	0	0.077924492	0.077924492	9.075427315	0.03649068	0.890175983	0.046464055	0.014329344	0	0.008586317	0.003953622	0.073333338	0.112942985	0.042224218	0.047089475	-0.070718767	24.39461236	19.15837924	62.12259091
6	5	130	19-1205	GVA-H-19-1205-006	BdBd	0.039062603	0.334040702	0.031615909	0.037159711	0	0.004239979	0	0	0.446118904	0.400356818	10.96343802	0.440966839	0.350170971	0	0.107986054	0.051437293	12.314356	0.390175532	9.948975846	0.418343827	0.344609824	0	0.097863888	0.045110506	11.24507942	0.439419421	11.29747872	0.472582748	0.387330682	0	0.112226033	0.112226033	12.7604749	0.034435977	0.885349394	0.037034887	0.030353939	0	0.008794816	0.004030986	0.080214629	0.088895941	0.029567721	0.034960995	-0.05932822	25.71001231	23.9058213	29.16752854
